experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,new_learn,2,0,D,25.228340934918826,22.970842370771248,1.2614170467459414,0.3608251481939204,B,2437,Incorrect
2,new_learn,2,1,C,69.7494541071191,24.226061873573588,3.4874727053559553,0.3805420900371528,D,986,Incorrect
2,new_learn,2,2,B,58.268344930582515,90.17061057444144,2.913417246529126,1.416396638751857,C,718,Incorrect
2,new_learn,2,3,A,29.2454440833219,52.185015341728175,1.462272204166095,0.8197203041252195,C,604,Incorrect
2,new_learn,2,4,B,62.124076802454944,56.62801398989839,3.106203840122747,0.8895107636902241,C,659,Incorrect
2,new_learn,2,5,B,58.9415595346299,84.52048882325956,2.947077976731495,1.3276447338248523,B,1170,Correct
2,new_learn,2,6,A,26.932029023022363,42.81339187821079,1.3466014511511182,0.6725111869992396,C,638,Incorrect
2,new_learn,2,7,C,61.244463974444756,59.43396656145234,3.062223198722238,0.9335865636158005,C,731,Correct
2,new_learn,2,8,C,71.33237957948695,67.14052348080425,3.5666189789743474,1.0546408766273383,C,905,Correct
2,new_learn,2,9,B,49.43685724637411,55.20225694119976,2.4718428623187054,0.8671150243402467,B,916,Correct
2,new_learn,2,10,B,60.53301979294538,79.73039131772036,3.026650989647269,1.2524020581579485,B,697,Correct
2,new_learn,2,11,A,5.652958894293658,67.11783815800388,0.2826479447146829,1.0542845364100684,A,549,Correct
2,new_learn,2,12,A,6.848298550078592,37.97940867672315,0.34241492750392966,0.5965791564323896,A,791,Correct
2,new_learn,2,13,D,32.50779921928016,7.397263978558865,1.6253899609640081,0.11619595085852467,C,947,Incorrect
2,new_learn,2,14,D,53.96470261384033,28.888198536964815,2.6982351306920167,0.4537747614958604,C,626,Incorrect
2,new_learn,2,15,A,15.514411384288998,57.23968295699053,0.7757205692144499,0.8991188373574517,A,815,Correct
2,new_learn,2,16,C,85.03684909104751,38.97038152716738,4.251842454552376,0.6121453215667021,D,589,Incorrect
2,new_learn,2,17,A,32.91950395043435,52.7915680366088,1.6459751975217174,0.8292480115764799,C,546,Incorrect
2,new_learn,2,18,B,75.8733945730119,80.16847120114576,3.7936697286505945,1.2592834008752223,B,724,Correct
2,new_learn,2,19,A,8.881708839135712,70.92640378861726,0.44408544195678556,1.1141093454393163,A,614,Correct
2,new_learn,2,20,A,36.20972096735905,63.51661207511097,1.8104860483679521,0.9977166093804067,B,737,Incorrect
2,new_learn,2,21,B,40.91796845659839,74.44543453391347,2.0458984228299193,1.1693861511252122,C,1426,Incorrect
2,new_learn,2,22,C,80.2277339006973,41.2294889344977,4.011386695034865,0.6476312977393983,C,941,Correct
2,new_learn,2,23,A,11.693098983404433,63.73842837522345,0.5846549491702216,1.001200891674806,A,906,Correct
2,new_learn,2,24,D,34.13427691560628,15.850326607352375,1.706713845780314,0.24897634813328523,D,496,Correct
2,new_learn,2,25,B,50.39026099040054,55.795929916464,2.519513049520027,0.8764404176288711,C,1476,Incorrect
2,new_learn,2,26,D,51.654604406615725,29.545868038888944,2.5827302203307863,0.46410540987453486,C,708,Incorrect
2,new_learn,2,27,A,22.787490423500095,73.96474575852565,1.1393745211750046,1.161835509498105,A,2293,Correct
2,new_learn,2,28,C,52.595594180942456,39.91207920106156,2.6297797090471224,0.6269374740377448,C,1468,Correct
2,new_learn,2,29,B,34.99194435584782,86.9320300902276,1.7495972177923909,1.3655251354655291,B,528,Correct
2,new_learn,2,30,A,27.458633968337722,65.14440270248679,1.372931698416886,1.0232858847631379,D,2671,Incorrect
2,new_learn,2,31,D,49.25323196535049,22.20429730769517,2.4626615982675246,0.34878428649989385,C,1607,Incorrect
2,new_learn,2,32,C,64.3947087433983,35.66983996708968,3.2197354371699145,0.5603005359766626,D,822,Incorrect
2,new_learn,2,33,B,38.25961445494393,65.35917895907994,1.9129807227471962,1.0266595823125306,C,542,Incorrect
2,new_learn,2,34,A,9.514227970783043,50.76251883071509,0.4757113985391521,0.7973757811814404,A,648,Correct
2,new_learn,2,35,B,30.963985492847787,68.53511925679433,1.5481992746423894,1.0765471358502272,B,2090,Correct
2,new_learn,2,36,D,54.92781030875395,15.801173282742166,2.7463905154376973,0.24820424951581055,C,713,Incorrect
2,new_learn,2,37,D,31.578119483361,13.294417386664811,1.57890597416805,0.20882821997851295,D,774,Correct
2,new_learn,2,38,A,29.650499890207293,35.1489403128526,1.4825249945103647,0.5521182633416193,D,637,Incorrect
2,new_learn,2,39,B,28.087936538579854,87.46055293839524,1.4043968269289928,1.3738271529508181,B,1569,Correct
2,new_learn,2,40,B,61.0784428421886,64.56900714189511,3.05392214210943,1.014247592432823,C,901,Incorrect
2,new_learn,2,41,B,42.140633591771135,84.59841012908203,2.1070316795885566,1.3288687188345023,B,895,Correct
2,new_learn,2,42,C,97.47744346087059,36.299617635931455,4.873872173043529,0.5701930604658038,A,517,Incorrect
2,new_learn,2,43,C,81.46885429665669,57.6128839799927,4.073442714832834,0.9049810653183308,C,691,Correct
2,new_learn,2,44,B,50.06165079436019,48.68047677417937,2.5030825397180094,0.7646711410350523,C,521,Incorrect
2,new_learn,2,45,A,46.75530908427207,40.562356759574136,2.3377654542136037,0.6371520100408319,D,481,Incorrect
2,new_learn,2,46,A,21.267592169639833,30.258858014879486,1.0633796084819918,0.47530503022781007,A,699,Correct
2,new_learn,2,47,B,50.27370297862491,92.17633867744185,2.5136851489312453,1.4479025421192802,B,686,Correct
2,new_learn,2,48,D,65.88839794372296,17.721531383631568,3.294419897186148,0.27836916402588946,C,2108,Incorrect
2,new_learn,2,49,B,57.94924843945053,83.26152603090279,2.8974624219725262,1.3078689925267974,C,590,Incorrect
2,new_learn,2,50,C,54.323167588724765,42.101207294865,2.7161583794362385,0.6613242177240445,C,676,Correct
2,new_learn,2,51,D,37.315401986925394,35.165327356546996,1.8657700993462698,0.5523756704220412,B,1738,Incorrect
2,new_learn,2,52,B,52.88545272053292,68.25517086852219,2.644272636026646,1.072149716850327,C,694,Incorrect
2,new_learn,2,53,D,47.44933468152079,22.577088386125904,2.3724667340760393,0.3546400750665029,C,561,Incorrect
2,new_learn,2,54,C,83.1557704627265,46.3739109016775,4.1577885231363245,0.7284396890346884,D,1041,Incorrect
2,new_learn,2,55,D,30.69729465782844,30.441432135659298,1.534864732891422,0.47817289781069744,D,1495,Correct
2,new_learn,2,56,A,13.269948668930983,26.0823977570285,0.6634974334465491,0.4097013459074381,A,762,Correct
2,new_learn,2,57,C,69.39926623988887,29.213074936219243,3.469963311994444,0.4588779080419724,C,1123,Correct
2,new_learn,2,58,B,53.822950696553036,72.00203236386172,2.691147534827652,1.1310052795892125,B,906,Correct
2,new_learn,2,59,A,29.262132359232844,29.17182326563949,1.4631066179616423,0.4582299283157641,D,715,Incorrect
2,new_learn,2,60,B,43.33525675865148,98.24640135808356,2.1667628379325743,1.5432508637409477,A,2328,Incorrect
2,new_learn,2,61,B,51.2437525291092,97.34485587073381,2.56218762645546,1.529089420341273,D,701,Incorrect
2,new_learn,2,62,D,29.43318475941542,14.513685753893729,1.471659237970771,0.2279804427047169,D,1490,Correct
2,new_learn,2,63,D,61.23646094405222,8.336881024948006,3.0618230472026107,0.130955420909144,D,817,Correct
2,new_learn,2,64,C,60.20746791428213,36.45913346153402,3.0103733957141063,0.5726987291950255,C,677,Correct
2,new_learn,2,65,D,66.96256590660067,16.33711945158478,3.3481282953300338,0.2566228722495883,D,994,Correct
2,new_learn,2,66,D,50.74323548501693,-1.7795432044038293,2.5371617742508463,-0.02795299928850355,D,1119,Correct
2,new_learn,2,67,A,23.792293550365763,64.06470140987605,1.1896146775182883,1.0063259765184513,B,1139,Incorrect
2,new_learn,2,68,A,9.67873312663027,32.508596332531575,0.4839366563315135,0.5106438370839865,A,576,Correct
2,new_learn,2,69,A,35.480503802927664,37.234131361753924,1.7740251901463833,0.5848723677444172,A,874,Correct
