experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,1,0,B,40.22175143269257,73.5905381932684,2.0110875716346284,1.1559574708084555,102,4469,Incorrect
2,relearn,1,1,B,39.00931135753487,62.56846075369226,1.9504655678767435,0.9828230832511043,B,703,Correct
2,relearn,1,2,D,72.26756385481852,22.632349377347413,3.613378192740926,0.35550811268676086,C,805,Incorrect
2,relearn,1,3,D,45.73260119795657,29.139255346665514,2.2866300598978286,0.45771835264080746,B,917,Incorrect
2,relearn,1,4,B,57.527095278336276,56.394567082879874,2.876354763916814,0.885843788249761,B,926,Correct
2,relearn,1,5,B,73.40223080088751,80.72780086726421,3.670111540044376,1.2680693307252848,D,1103,Incorrect
2,relearn,1,6,B,55.65042332767846,65.36387000859955,2.782521166383923,1.0267332691460729,B,1212,Correct
2,relearn,1,7,A,20.002944712242517,75.76408804485558,1.0001472356121257,1.190099512038243,D,1830,Incorrect
2,relearn,1,8,C,64.03280429382121,29.902373664678212,3.2016402146910603,0.4697053871492498,A,842,Incorrect
2,relearn,1,9,D,57.830560509049256,5.359942392684957,2.891528025452463,0.0841937782226178,C,1008,Incorrect
2,relearn,1,10,B,39.83769277759062,96.5104508735277,1.991884638879531,1.5159826172945663,D,860,Incorrect
2,relearn,1,11,D,47.730485466679085,29.110369852501567,2.3865242733339542,0.45726462035950355,B,935,Incorrect
2,relearn,1,12,A,38.84592096194308,33.072174086806456,1.942296048097154,0.5194964957467695,B,484,Incorrect
2,relearn,1,13,B,39.75617002842948,98.65687711435868,1.9878085014214741,1.549698601842901,A,1204,Incorrect
2,relearn,1,14,B,41.77390327658223,57.14963078903541,2.0886951638291116,0.8977043012110134,C,580,Incorrect
2,relearn,1,15,B,55.640503210199874,74.24777722456025,2.7820251605099937,1.1662813573702502,C,526,Incorrect
2,relearn,1,16,A,2.8436539267791723,62.05754727001425,0.1421826963389586,0.9747976730163905,A,1343,Correct
2,relearn,1,17,B,55.53163509098969,82.8884196026024,2.7765817545494844,1.3020082504560195,B,814,Correct
2,relearn,1,18,C,67.70918935157323,72.92649881909034,3.3854594675786616,1.1455267647103948,C,1011,Correct
2,relearn,1,19,C,72.4301037500407,41.556519728530766,3.621505187502035,0.6527682854395579,D,629,Incorrect
2,relearn,1,20,A,35.4372444761141,71.28728039796971,1.7718622238057051,1.1197779819632865,B,1463,Incorrect
2,relearn,1,21,A,34.196229348163705,48.02841646371863,1.7098114674081852,0.7544286016298476,A,629,Correct
2,relearn,1,22,D,55.35985071791622,41.87424891313344,2.767992535895811,0.6577591638004521,B,676,Incorrect
2,relearn,1,23,D,44.64351448787579,33.97475059225749,2.2321757243937896,0.5336741343409079,B,868,Incorrect
2,relearn,1,24,A,4.052250933054172,46.58540092845891,0.20261254665270859,0.7317617666069082,A,799,Correct
2,relearn,1,25,A,23.376539271644134,47.12056975172146,1.1688269635822066,0.7401681788248679,B,454,Incorrect
2,relearn,1,26,B,68.69115993570833,57.44492778168102,3.4345579967854167,0.9023428155246265,C,1110,Incorrect
2,relearn,1,27,D,58.56763749376418,43.93770886101727,2.9283818746882093,0.6901719168666951,D,718,Correct
2,relearn,1,28,A,9.392756209335888,57.03048509980016,0.46963781046679437,0.8958327651009717,A,549,Correct
2,relearn,1,29,C,70.82676135409628,34.80916797768135,3.541338067704814,0.546781131981284,C,1709,Correct
2,relearn,1,30,C,72.15314577256294,61.6930893525833,3.607657288628147,0.969072781436672,D,1079,Incorrect
2,relearn,1,31,C,74.80519091998809,26.090194394475056,3.740259545999405,0.4098238152020622,C,685,Correct
2,relearn,1,32,B,51.98606976748486,78.7898504677226,2.5993034883742427,1.2376280770341783,C,878,Incorrect
2,relearn,1,33,C,69.47207402866651,73.21094040287252,3.4736037014333254,1.1499947626603226,D,942,Incorrect
2,relearn,1,34,A,26.46342283243696,29.19801366438358,1.323171141621848,0.45864132613720926,A,1119,Correct
2,relearn,1,35,D,36.795766325226666,27.65696177994543,1.8397883162613333,0.4344345397424512,A,758,Incorrect
2,relearn,1,36,B,40.347368757668235,63.46873923608762,2.0173684378834116,0.9969646245834957,A,820,Incorrect
2,relearn,1,37,A,32.54811346088003,56.154712656103634,1.6274056730440014,0.8820761637243049,A,752,Correct
2,relearn,1,38,C,89.34819374295252,60.0199371566984,4.467409687147626,0.9427909682020237,C,1029,Correct
2,relearn,1,39,A,39.978201587427314,30.89881316638424,1.9989100793713659,0.48535742224078154,B,1118,Incorrect
