experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,1,0,B,43.64648417008783,52.839087053602626,2.1823242085043915,0.8299944385499478,D,3727,Incorrect
2,relearn,1,1,C,65.91407730948296,69.74435304819414,3.2957038654741484,1.095541735827898,C,958,Correct
2,relearn,1,2,B,42.20314704797951,62.287866491724785,2.110157352398976,0.9784155188909222,C,1020,Incorrect
2,relearn,1,3,C,92.89639375764423,65.08921492310527,4.644819687882212,1.0224189971517732,C,845,Correct
2,relearn,1,4,D,31.276761893852303,20.749733296588303,1.5638380946926151,0.32593604844254664,B,613,Incorrect
2,relearn,1,5,D,59.85462744460169,42.94788286252911,2.9927313722300846,0.6746237664407821,C,1205,Incorrect
2,relearn,1,6,D,39.60971592650226,26.305886733517163,1.980485796325113,0.4132119025409136,A,776,Incorrect
2,relearn,1,7,C,60.24201279927141,68.28933863511449,3.01210063996357,1.0726864228729065,C,974,Correct
2,relearn,1,8,B,33.20760190683534,93.45457799351453,1.6603800953417673,1.467981078343798,D,1053,Incorrect
2,relearn,1,9,C,87.88672494434135,33.97531932467771,4.394336247217068,0.5336830679688742,C,1525,Correct
2,relearn,1,10,D,58.35242146858997,35.44666081188312,2.9176210734294985,0.5567948460045061,A,1005,Incorrect
2,relearn,1,11,C,73.31955406837636,74.64950268973752,3.665977703418818,1.1725916462210544,C,992,Correct
2,relearn,1,12,A,45.419264488147064,66.23181446747127,2.270963224407353,1.0403669088246494,A,1446,Correct
2,relearn,1,13,D,58.873061346386024,8.898888471513853,2.943653067319301,0.13978341323611412,B,1011,Incorrect
2,relearn,1,14,D,33.72778489690667,6.659473113901814,1.6863892448453333,0.10460675905706342,B,512,Incorrect
2,relearn,1,15,C,72.11127239774173,73.0640073355645,3.6055636198870866,1.1476867434362008,C,757,Correct
2,relearn,1,16,A,30.44451066405205,58.20325911003293,1.5222255332026027,0.9142546561753133,C,1406,Incorrect
2,relearn,1,17,D,53.52969507373179,22.077974537562618,2.676484753686589,0.3468000130667462,B,1078,Incorrect
2,relearn,1,18,C,88.35420262352139,44.081574578009594,4.417710131176069,0.6924317542647276,C,580,Correct
2,relearn,1,19,D,38.67975326012182,46.03173437227176,1.933987663006091,0.7230647926796286,D,710,Correct
2,relearn,1,20,B,65.51941989613142,60.18691817611621,3.275970994806571,0.9454138999214834,C,742,Incorrect
2,relearn,1,21,C,72.54185611623984,75.93558593838691,3.627092805811992,1.1927933946503635,C,732,Correct
2,relearn,1,22,C,70.16536416198919,33.87085091085389,3.5082682080994596,0.5320420819618686,C,783,Correct
2,relearn,1,23,B,29.948622053400673,80.58758501137771,1.4974311026700338,1.2658668252114356,B,1148,Correct
