experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,11,0,A,36.26883743878278,70.75851206250192,1.8134418719391392,1.1114721083725039,A,5464,Correct
2,relearn,11,1,C,93.65924140353108,39.19359428496027,4.682962070176554,0.6156515393670504,B,1414,Incorrect
2,relearn,11,2,A,24.469048544201694,34.65356879274563,1.2234524272100848,0.5443369856997909,D,1244,Incorrect
2,relearn,11,3,C,74.06959211076453,73.44523615756819,3.7034796055382264,1.1536750717689184,A,2301,Incorrect
2,relearn,11,4,A,35.24636550500474,57.32821559639771,1.762318275250237,0.9005095048052744,A,909,Correct
2,relearn,11,5,A,40.36068469252465,62.221596320554426,2.0180342346262323,0.9773745494764174,C,2397,Incorrect
2,relearn,11,6,B,63.598152207518,81.32049462138757,3.1799076103759,1.2773793424441975,A,966,Incorrect
2,relearn,11,7,D,52.63222077605809,31.64978499404562,2.6316110388029044,0.49715366012495105,A,941,Incorrect
2,relearn,11,8,B,65.43304355288628,81.59256177994175,3.2716521776443135,1.2816529633771816,D,1069,Incorrect
2,relearn,11,9,A,26.613640432498798,58.39983239643527,1.33068202162494,0.9173424221375812,C,4965,Incorrect
2,relearn,11,10,B,31.089715887729323,57.37273490755753,1.5544857943864663,0.901208812509687,A,1127,Incorrect
2,relearn,11,11,C,78.41054285986745,27.005554922106857,3.9205271429933726,0.42420226474703293,B,1771,Incorrect
2,relearn,11,12,D,69.11096625145646,32.46828516627781,3.4555483125728235,0.510010630765184,D,1935,Correct
2,relearn,11,13,B,67.95123383436355,93.51921083575316,3.3975616917181775,1.4689963286555854,B,2254,Correct
2,relearn,11,14,B,30.4982138474895,68.2964470869731,1.524910692374475,1.0727980821735936,C,1347,Incorrect
2,relearn,11,15,B,48.15599183134256,91.86009847055358,2.407799591567128,1.4429350525656306,B,2321,Correct
2,relearn,11,16,B,69.15217818939587,58.20702402917791,3.4576089094697933,0.9143137953869493,D,958,Incorrect
2,relearn,11,17,D,59.84203323732167,34.561067692434385,2.9921016618660836,0.5428839818138571,D,875,Correct
2,relearn,11,18,B,63.74107485364997,87.92164170480956,3.1870537426824983,1.3810699183569184,A,3287,Incorrect
2,relearn,11,19,B,36.126828257495774,73.68863292740933,1.8063414128747888,1.1574983392891205,C,1964,Incorrect
2,relearn,11,20,B,44.451153691964876,58.8768696658138,2.2225576845982435,0.9248357060424219,B,863,Correct
2,relearn,11,21,B,66.6843444144837,76.10313785731567,3.334217220724185,1.1954252940383712,D,1402,Incorrect
2,relearn,11,22,B,47.03578483591428,51.80566557914641,2.351789241795714,0.8137614919888798,B,751,Correct
2,relearn,11,23,C,78.9588054804247,59.74883609034522,3.947940274021235,0.9385325226098462,A,1453,Incorrect
2,relearn,11,24,C,62.329058244710986,26.754137583780995,3.116452912235549,0.4202530104316847,C,806,Correct
2,relearn,11,25,B,26.972339812881263,85.64320125244146,1.348616990644063,1.3452802594229112,D,1197,Incorrect
2,relearn,11,26,B,61.9933946463845,65.10665275289365,3.0996697323192253,1.0226929099415618,D,3791,Incorrect
2,relearn,11,27,D,39.48954524707397,11.606321050246715,1.9744772623536986,0.18231166473329827,B,1005,Incorrect
2,relearn,11,28,D,41.11975805476902,31.570031364462622,2.055987902738451,0.49590089304097557,B,911,Incorrect
2,relearn,11,29,C,77.1089058840049,38.223553491318114,3.855445294200245,0.6004141742121074,A,1795,Incorrect
2,relearn,11,30,A,5.97860867554672,37.039089977871065,0.298930433777336,0.5818086648506554,C,2446,Incorrect
2,relearn,11,31,B,43.035586223187636,93.06227109437278,2.1517793111593817,1.4618187359823165,D,2087,Incorrect
2,relearn,11,32,C,66.008792967827,58.57215388310261,3.3004396483913503,0.9200492417204302,A,2310,Incorrect
2,relearn,11,33,D,40.590387009504006,39.491518636729886,2.0295193504752005,0.6203313241412751,B,1996,Incorrect
2,relearn,11,34,A,19.050693529600615,54.6318992287628,0.9525346764800307,0.8581558663436955,C,1535,Incorrect
2,relearn,11,35,D,57.78960100510298,25.389317925730644,2.889480050255149,0.39881447337565523,D,383,Correct
2,relearn,11,36,C,52.61132048150987,55.512811977963274,2.6305660240754936,0.8719932114504045,B,997,Incorrect
2,relearn,11,37,A,32.139995930317724,28.528286573047538,1.6069997965158862,0.4481212775869524,A,933,Correct
2,relearn,11,38,B,52.527477639194615,55.482742702040944,2.6263738819597306,0.8715208843687227,C,1149,Incorrect
2,relearn,11,39,B,64.49034078151564,84.26033117716466,3.2245170390757822,1.3235581870761175,B,1101,Correct
2,relearn,11,40,D,45.39688999284077,26.502554996190003,2.269844499642039,0.4163011603869499,B,1236,Incorrect
2,relearn,11,41,C,69.11098444497,42.50941911033191,3.4555492222484996,0.6677363939269415,A,4279,Incorrect
2,relearn,11,42,C,58.2551977666967,62.30847716589237,2.912759888334835,0.9787392706036743,C,1478,Correct
2,relearn,11,43,A,28.944230567397117,48.83848624459146,1.447211528369856,0.7671531479922736,B,1786,Incorrect
2,relearn,11,44,C,52.988065391709114,53.470977948437046,2.649403269585456,0.8399201575153583,C,1233,Correct
2,relearn,11,45,C,74.45708005929751,33.53002727548429,3.7228540029648753,0.526688436816634,D,1741,Incorrect
2,relearn,11,46,B,33.37739477858973,73.04228854028925,1.6688697389294866,1.1473455853977932,C,3004,Incorrect
2,relearn,11,47,A,23.303398276708283,36.94920185796451,1.1651699138354141,0.5803967055649382,A,3861,Correct
2,relearn,11,48,C,68.93092299730796,48.71761509674472,3.446546149865398,0.7652545084417421,C,2696,Correct
2,relearn,11,49,A,47.33393211006364,50.025051030961095,2.366696605503182,0.7857916640716094,B,934,Incorrect
2,relearn,11,50,B,46.02118440110521,95.7641057566933,2.3010592200552606,1.5042590556141182,C,1884,Incorrect
2,relearn,11,51,C,75.08358990647078,76.18641077945806,3.754179495323539,1.1967333420405981,C,1054,Correct
2,relearn,11,52,D,38.17908552131732,30.241052434965827,1.908954276065866,0.47502534083256187,B,1101,Incorrect
2,relearn,11,53,A,28.62722930005517,53.13882080608455,1.4313614650027586,0.8347026453240984,A,2445,Correct
2,relearn,11,54,B,48.061038067550996,95.22829359653426,2.40305190337755,1.4958425378838196,D,1654,Incorrect
2,relearn,11,55,C,68.18507814699855,54.50302764155336,3.4092539073499273,0.8561315561855273,C,934,Correct
2,relearn,11,56,D,39.32120421517213,3.7355520528675576,1.9660602107586067,0.058677914431954956,A,1315,Incorrect
2,relearn,11,57,B,52.55735594505653,97.1241666990911,2.6278677972528266,1.5256228429394754,B,1111,Correct
2,relearn,11,58,A,29.478401362112894,68.69578801638897,1.4739200681056448,1.0790709148242468,B,5181,Incorrect
2,relearn,11,59,C,63.46343960087924,71.0027059549653,3.1731719800439624,1.115307897065576,C,1124,Correct
2,relearn,11,60,C,68.08402863952729,33.29760013064713,3.4042014319763645,0.5230374797630578,D,1470,Incorrect
2,relearn,11,61,B,52.32305483129976,81.76552444857643,2.616152741564988,1.2843698546228215,C,1317,Incorrect
2,relearn,11,62,C,83.27932240501968,58.29523007044847,4.163966120250985,0.9156993326432387,C,1287,Correct
2,relearn,11,63,B,55.110540707035554,76.10284450220578,2.755527035351778,1.1954206860270804,A,1532,Incorrect
2,relearn,11,64,D,55.34679526255954,44.68025908202619,2.767339763127977,0.7018358684629106,B,1822,Incorrect
2,relearn,11,65,C,71.44186972895517,64.85299116070084,3.5720934864477583,1.0187084029689077,C,1174,Correct
2,relearn,11,66,C,73.06261816761626,27.77781612411437,3.6531309083808132,0.43633291534142904,D,3272,Incorrect
2,relearn,11,67,A,30.397881110440647,68.40280267691134,1.5198940555220324,1.0744687118736844,B,1309,Incorrect
2,relearn,11,68,D,54.86944166128762,39.533254914955904,2.743472083064381,0.6209869160665902,C,1437,Incorrect
2,relearn,11,69,A,15.969064302958541,26.43671141955924,0.798453215147927,0.4152668919038035,A,1510,Correct
2,relearn,11,70,D,44.44297759931691,46.399477249072376,2.2221488799658458,0.7288412842804626,C,1047,Incorrect
2,relearn,11,71,A,38.906460537526776,68.71231725443947,1.9453230268763388,1.079330555488391,C,2974,Incorrect
2,relearn,11,72,A,22.20238783844003,59.234674104207095,1.1101193919220014,0.930456085017813,A,1274,Correct
2,relearn,11,73,A,15.035132303192958,39.736649244159686,0.7517566151596479,0.6241818267186323,B,1632,Incorrect
2,relearn,11,74,A,30.94886588667379,62.87785796881969,1.5474432943336895,0.9876830833415318,B,1390,Incorrect
2,relearn,11,75,A,22.103241341277585,58.917161154858114,1.105162067063879,0.9254686032723408,A,804,Correct
2,relearn,11,76,C,85.22141307165796,39.8282343525605,4.261070653582898,0.6256204422372834,C,997,Correct
2,relearn,11,77,B,51.784897014890724,71.06426258101062,2.5892448507445365,1.116274826286395,D,1286,Incorrect
2,relearn,11,78,D,46.03189279649202,5.0185191566582255,2.3015946398246014,0.07883071457228562,D,6100,Correct
2,relearn,11,79,D,39.26570060682385,48.90532840872781,1.9632850303411926,0.7682031022512774,B,1151,Incorrect
2,relearn,11,80,A,14.214469290204608,56.2346635596072,0.7107234645102304,0.8833320295797781,A,724,Correct
2,relearn,11,81,B,49.23074341799963,82.36351079511611,2.4615371708999816,1.293763002189002,A,1469,Incorrect
2,relearn,11,82,D,69.73960011560702,27.16886471023846,3.486980005780351,0.4267675289003006,D,835,Correct
2,relearn,11,83,B,49.753981562802394,88.751211907135,2.4876990781401194,1.3941007766232314,C,1445,Incorrect
2,relearn,11,84,C,88.2585647653611,69.34056060553863,4.412928238268055,1.0891989789707899,D,1240,Incorrect
2,relearn,11,85,D,42.97856025685325,43.69257586229392,2.1489280128426627,0.6863213767269865,B,6052,Incorrect
2,relearn,11,86,D,62.45109801335538,42.02832606348901,3.122554900667769,0.6601794020186676,D,4677,Correct
2,relearn,11,87,D,40.59405681931139,7.5241573543179605,2.0297028409655695,0.11818918734389461,D,1279,Correct
2,relearn,11,88,C,70.10450741410406,71.61005740764486,3.5052253707052032,1.1248481513750022,D,1956,Incorrect
2,relearn,11,89,D,29.145801629238587,18.03405034187012,1.4572900814619294,0.28327820034243834,A,1607,Incorrect
2,relearn,11,90,D,62.28322982975864,22.019929515339,3.114161491487932,0.3458882439897703,D,791,Correct
2,relearn,11,91,C,76.051503325079,31.599475213176927,3.80257516625395,0.49636339593504697,D,910,Incorrect
2,relearn,11,92,C,70.1689490562468,33.31054303577039,3.50844745281234,0.5232407864413146,A,1437,Incorrect
2,relearn,11,93,C,96.54747595126298,43.41496794806818,4.827373797563149,0.6819607218074366,D,1179,Incorrect
2,relearn,11,94,B,40.95175422488268,62.940821705566606,2.047587711244134,0.9886721154055653,B,1039,Correct
2,relearn,11,95,D,62.69797744723375,26.164543584206978,3.134898872361687,0.41099168954337295,C,1454,Incorrect
2,relearn,11,96,A,34.75102905034027,62.52809177722048,1.7375514525170135,0.9821889688515211,A,1407,Correct
2,relearn,11,97,A,12.54713819133695,65.8474312477085,0.6273569095668475,1.0343290313278002,A,1005,Correct
2,relearn,11,98,B,48.911765377713394,92.35277025462189,2.4455882688856696,1.4506739228529306,C,3138,Incorrect
2,relearn,11,99,C,87.23939805579289,56.89455816438448,4.361969902789644,0.8936976297923374,D,871,Incorrect
2,relearn,11,100,D,24.789114030398473,30.891761513835032,1.2394557015199237,0.4852466551415602,A,5086,Incorrect
2,relearn,11,101,A,28.822873977101974,34.35986016968504,1.4411436988550985,0.5397234214372754,B,740,Incorrect
2,relearn,11,102,C,88.85240152551242,35.09874063259755,4.44262007627562,0.5513297286081101,C,1246,Correct
2,relearn,11,103,D,26.31508684076883,35.975492331371576,1.3157543420384417,0.5651017120875644,B,1991,Incorrect
2,relearn,11,104,A,18.331073859312657,70.00355129127101,0.9165536929656328,1.0996132123092663,A,1238,Correct
2,relearn,11,105,D,64.6145322967092,20.244477660586316,3.2307266148354596,0.31799951147130323,C,572,Incorrect
2,relearn,11,106,C,79.75792008136868,74.76306309859646,3.987896004068434,1.1743754489521039,B,720,Incorrect
2,relearn,11,107,A,9.798314404824392,41.80013517247994,0.48991572024121965,0.6565949878846165,A,731,Correct
