experiment,condition,subject,block,p,nll,bic,model
1,new_learn,4,0,0.2920906416581314,68.62157087543459,137.24314175086917,nll_rand_guess
1,new_learn,4,0,0.5255528764779089,68.49527242487449,141.59571503573707,nll_bias_guess
1,new_learn,4,0,51.153768438995606,119.96135150842521,249.1330433888266,nll_unix_0
1,new_learn,4,0,37.374815841000085,119.96135150842521,249.1330433888266,nll_unix_0
1,new_learn,4,0,47.38039299472228,42.55472851203832,94.31979739605282,nll_unix_1
1,new_learn,4,0,22.057218763662245,42.55472851203832,94.31979739605282,nll_unix_1
1,new_learn,4,0,48.76494153683862,85.79900710427502,180.8083545805262,nll_uniy_0
1,new_learn,4,0,37.37133768053377,85.79900710427502,180.8083545805262,nll_uniy_0
1,new_learn,4,0,43.370973207867706,75.00814045450647,159.22662128098912,nll_uniy_1
1,new_learn,4,0,37.37427184356713,75.00814045450647,159.22662128098912,nll_uniy_1
1,new_learn,4,0,-0.9842156650880097,41.63662906055592,97.08876867907611,nll_glc_0
1,new_learn,4,0,38.49519140468824,41.63662906055592,97.08876867907611,nll_glc_0
1,new_learn,4,0,20.138155434236612,41.63662906055592,97.08876867907611,nll_glc_0
1,new_learn,4,0,0.9999999546882905,42.56255551839827,98.94062159476081,nll_glc_1
1,new_learn,4,0,-47.13725993227964,42.56255551839827,98.94062159476081,nll_glc_1
1,new_learn,4,0,22.111280166918,42.56255551839827,98.94062159476081,nll_glc_1
1,new_learn,4,0,45.91346332833531,44.42009424114822,102.65569904026071,nll_gcc_eq_0
1,new_learn,4,0,0.007113436864578659,44.42009424114822,102.65569904026071,nll_gcc_eq_0
1,new_learn,4,0,20.369512970829287,44.42009424114822,102.65569904026071,nll_gcc_eq_0
1,new_learn,4,0,99.95258537551763,81.2662763813332,176.34806332063067,nll_gcc_eq_1
1,new_learn,4,0,37.351131760680424,81.2662763813332,176.34806332063067,nll_gcc_eq_1
1,new_learn,4,0,37.34027133987631,81.2662763813332,176.34806332063067,nll_gcc_eq_1
1,new_learn,4,0,43.82230504692925,40.86818153500005,95.55187362796437,nll_gcc_eq_2
1,new_learn,4,0,95.65716618561166,40.86818153500005,95.55187362796437,nll_gcc_eq_2
1,new_learn,4,0,18.55672262281293,40.86818153500005,95.55187362796437,nll_gcc_eq_2
1,new_learn,4,0,99.99816008804785,94.74391781443708,203.30334618683844,nll_gcc_eq_3
1,new_learn,4,0,52.62348119275717,94.74391781443708,203.30334618683844,nll_gcc_eq_3
1,new_learn,4,0,37.37428757542193,94.74391781443708,203.30334618683844,nll_gcc_eq_3
1,new_learn,6,2,0.2793642237288863,67.23527651431469,134.47055302862938,nll_rand_guess
1,new_learn,6,2,0.5573246307819315,66.61029786511902,137.82576591622615,nll_bias_guess
1,new_learn,6,2,59.094061763805726,104.23447542008206,217.6792912121403,nll_unix_0
1,new_learn,6,2,37.78406154627956,104.23447542008206,217.6792912121403,nll_unix_0
1,new_learn,6,2,49.33808513778021,50.93414183457132,111.07862404111883,nll_unix_1
1,new_learn,6,2,26.72570340928182,50.93414183457132,111.07862404111883,nll_unix_1
1,new_learn,6,2,58.4179863879291,48.37428499117227,105.95891035432072,nll_uniy_0
1,new_learn,6,2,25.300210023842485,48.37428499117227,105.95891035432072,nll_uniy_0
1,new_learn,6,2,48.705624508193154,107.39264771741131,223.9956358067988,nll_uniy_1
1,new_learn,6,2,37.78320436777679,107.39264771741131,223.9956358067988,nll_uniy_1
1,new_learn,6,2,-0.7087782480137953,11.659477241423847,37.13446504081197,nll_glc_0
1,new_learn,6,2,-3.4140849481913715,11.659477241423847,37.13446504081197,nll_glc_0
1,new_learn,6,2,8.140690107501992,11.659477241423847,37.13446504081197,nll_glc_0
1,new_learn,6,2,0.9999999949544549,50.939009686747525,115.69352993145932,nll_glc_1
1,new_learn,6,2,-49.37457515765326,50.939009686747525,115.69352993145932,nll_glc_1
1,new_learn,6,2,26.807937790543573,50.939009686747525,115.69352993145932,nll_glc_1
1,new_learn,6,2,49.86553453532377,56.37510820241984,126.56572696280395,nll_gcc_eq_0
1,new_learn,6,2,0.002307056084887904,56.37510820241984,126.56572696280395,nll_gcc_eq_0
