experiment,condition,subject,block,p,nll,bic,model
1,new_learn,2,6,0.4955680268114623,68.62157087543459,137.24314175086917,nll_rand_guess
1,new_learn,2,6,0.2719354626030358,58.00946586835839,120.62410192270487,nll_bias_guess
1,new_learn,2,6,30.33753921973884,38.4073899259988,86.02512022397379,nll_unix_0
1,new_learn,2,6,17.11385941774256,38.4073899259988,86.02512022397379,nll_unix_0
1,new_learn,2,6,70.12255487104426,103.54985068299135,216.31004173795887,nll_unix_1
1,new_learn,2,6,35.47664571159703,103.54985068299135,216.31004173795887,nll_unix_1
1,new_learn,2,6,23.073024124002483,77.82754695458009,164.86543428113634,nll_uniy_0
1,new_learn,2,6,35.47670584857711,77.82754695458009,164.86543428113634,nll_uniy_0
1,new_learn,2,6,70.049580963551,59.75825341518683,128.72684720234983,nll_uniy_1
1,new_learn,2,6,35.472342465381466,59.75825341518683,128.72684720234983,nll_uniy_1
1,new_learn,2,6,0.9999998840725133,38.41544257657776,90.6463957111198,nll_glc_0
1,new_learn,2,6,-30.04346513576754,38.41544257657776,90.6463957111198,nll_glc_0
1,new_learn,2,6,17.265866796713766,38.41544257657776,90.6463957111198,nll_glc_0
1,new_learn,2,6,-0.9927266582117762,37.91081991744727,89.63715039285881,nll_glc_1
1,new_learn,2,6,24.502493976033346,37.91081991744727,89.63715039285881,nll_glc_1
1,new_learn,2,6,17.143128274899375,37.91081991744727,89.63715039285881,nll_glc_1
1,new_learn,2,6,0.016788609662846454,65.67241538996309,145.16034133789046,nll_gcc_eq_0
1,new_learn,2,6,67.00471918276982,65.67241538996309,145.16034133789046,nll_gcc_eq_0
1,new_learn,2,6,35.47032478952924,65.67241538996309,145.16034133789046,nll_gcc_eq_0
1,new_learn,2,6,34.33928073289708,37.2248033332637,88.26511722449168,nll_gcc_eq_1
1,new_learn,2,6,17.19404933060845,37.2248033332637,88.26511722449168,nll_gcc_eq_1
1,new_learn,2,6,16.15577335622811,37.2248033332637,88.26511722449168,nll_gcc_eq_1
1,new_learn,2,6,0.014834773283837421,82.64334126840585,179.10219309477597,nll_gcc_eq_2
1,new_learn,2,6,26.891076092558265,82.64334126840585,179.10219309477597,nll_gcc_eq_2
1,new_learn,2,6,35.473008108510996,82.64334126840585,179.10219309477597,nll_gcc_eq_2
1,new_learn,2,6,30.905179637770775,39.4484058896339,92.71232233723207,nll_gcc_eq_3
1,new_learn,2,6,99.99551763801796,39.4484058896339,92.71232233723207,nll_gcc_eq_3
1,new_learn,2,6,16.68954963637625,39.4484058896339,92.71232233723207,nll_gcc_eq_3
1,new_learn,6,0,0.06834018467703312,69.31471805599453,138.62943611198907,nll_rand_guess
1,new_learn,6,0,0.45125762995408913,68.81420078601907,142.23357175802624,nll_bias_guess
1,new_learn,6,0,44.98827790361162,109.58458413563673,228.37950864324964,nll_unix_0
1,new_learn,6,0,39.30328831873854,109.58458413563673,228.37950864324964,nll_unix_0
1,new_learn,6,0,55.40750554321566,53.315031752542524,115.84040387706123,nll_unix_1
1,new_learn,6,0,30.75846823831189,53.315031752542524,115.84040387706123,nll_unix_1
1,new_learn,6,0,48.080257281475596,66.04711994386832,141.30458025971282,nll_uniy_0
1,new_learn,6,0,39.3011985081766,66.04711994386832,141.30458025971282,nll_uniy_0
1,new_learn,6,0,58.83488433568627,91.14769990505046,191.5057401820771,nll_uniy_1
1,new_learn,6,0,39.301045343979055,91.14769990505046,191.5057401820771,nll_uniy_1
1,new_learn,6,0,-0.7759125389362995,38.56419234457446,90.94389524711319,nll_glc_0
1,new_learn,6,0,8.024569271467586,38.56419234457446,90.94389524711319,nll_glc_0
1,new_learn,6,0,16.499496436148483,38.56419234457446,90.94389524711319,nll_glc_0
1,new_learn,6,0,0.9999999319675239,53.32906385460514,120.47363826717455,nll_glc_1
1,new_learn,6,0,-55.84891415227752,53.32906385460514,120.47363826717455,nll_glc_1
1,new_learn,6,0,30.630694709664347,53.32906385460514,120.47363826717455,nll_glc_1
1,new_learn,6,0,54.17490321338417,57.00251999827306,127.82055055451039,nll_gcc_eq_0
1,new_learn,6,0,0.002816597498153328,57.00251999827306,127.82055055451039,nll_gcc_eq_0
1,new_learn,6,0,25.99607267078654,57.00251999827306,127.82055055451039,nll_gcc_eq_0
1,new_learn,6,0,99.9787975196879,92.66518040702223,199.14587137200874,nll_gcc_eq_1
1,new_learn,6,0,48.51316944193722,92.66518040702223,199.14587137200874,nll_gcc_eq_1
1,new_learn,6,0,39.303029242612155,92.66518040702223,199.14587137200874,nll_gcc_eq_1
1,new_learn,6,0,39.70447586386831,43.92484930660953,101.66520917118334,nll_gcc_eq_2
1,new_learn,6,0,73.69227477800989,43.92484930660953,101.66520917118334,nll_gcc_eq_2
1,new_learn,6,0,19.151892329749653,43.92484930660953,101.66520917118334,nll_gcc_eq_2
1,new_learn,6,0,99.99828947066533,74.31330739670403,162.44212535137234,nll_gcc_eq_3
1,new_learn,6,0,50.714684469323934,74.31330739670403,162.44212535137234,nll_gcc_eq_3
1,new_learn,6,0,39.252018275938084,74.31330739670403,162.44212535137234,nll_gcc_eq_3
1,new_learn,8,2,0.436426154972811,69.31471805599453,138.62943611198907,nll_rand_guess
1,new_learn,8,2,0.5495225698443618,68.81392741385369,142.23302501369548,nll_bias_guess
1,new_learn,8,2,56.707136027825335,101.36382387773756,211.9379881274513,nll_unix_0
1,new_learn,8,2,37.41228425577684,101.36382387773756,211.9379881274513,nll_unix_0
1,new_learn,8,2,46.5702483534551,62.3040233028197,133.81838697761557,nll_unix_1
1,new_learn,8,2,37.394248912868846,62.3040233028197,133.81838697761557,nll_unix_1
1,new_learn,8,2,57.84613937867642,59.58870637092738,128.38775311383094,nll_uniy_0
1,new_learn,8,2,37.38335237974667,59.58870637092738,128.38775311383094,nll_uniy_0
