experiment,condition,subject,block,p,nll,bic,model
1,new_learn,2,2,0.40575801298432784,69.31471805599453,138.62943611198907,nll_rand_guess
1,new_learn,2,2,0.49081656129919965,69.29485012464804,143.19487043528417,nll_bias_guess
1,new_learn,2,2,51.61388908849993,101.9349754505258,213.08029127302777,nll_unix_0
1,new_learn,2,2,38.755282604664615,101.9349754505258,213.08029127302777,nll_unix_0
1,new_learn,2,2,54.158577608342114,56.47846401021101,122.16726839239821,nll_unix_1
1,new_learn,2,2,30.188681374072313,56.47846401021101,122.16726839239821,nll_unix_1
1,new_learn,2,2,51.853091720093104,68.53981655948218,146.28997349094053,nll_uniy_0
1,new_learn,2,2,38.74988413646816,68.53981655948218,146.28997349094053,nll_uniy_0
1,new_learn,2,2,54.38839137490058,96.58008104957047,202.3705024711171,nll_uniy_1
1,new_learn,2,2,38.75452821046951,96.58008104957047,202.3705024711171,nll_uniy_1
1,new_learn,2,2,-0.8687382563550091,45.52761922523916,104.87074900844259,nll_glc_0
1,new_learn,2,2,20.565189028431735,45.52761922523916,104.87074900844259,nll_glc_0
1,new_learn,2,2,18.302206203187623,45.52761922523916,104.87074900844259,nll_glc_0
1,new_learn,2,2,0.9999993873384951,56.51031914656004,126.83614885108436,nll_glc_1
1,new_learn,2,2,-54.5207448031864,56.51031914656004,126.83614885108436,nll_glc_1
1,new_learn,2,2,30.40960423791325,56.51031914656004,126.83614885108436,nll_glc_1
1,new_learn,2,2,53.24047309447474,60.885228962975894,135.58596848391608,nll_gcc_eq_0
1,new_learn,2,2,0.0033646566416294377,60.885228962975894,135.58596848391608,nll_gcc_eq_0
1,new_learn,2,2,25.99609043711531,60.885228962975894,135.58596848391608,nll_gcc_eq_0
1,new_learn,2,2,91.81202047334101,93.99722008010706,201.80995071817838,nll_gcc_eq_1
1,new_learn,2,2,37.49999310580159,93.99722008010706,201.80995071817838,nll_gcc_eq_1
1,new_learn,2,2,38.740642789025294,93.99722008010706,201.80995071817838,nll_gcc_eq_1
1,new_learn,2,2,43.04111648932136,45.29793872721872,104.41138801240172,nll_gcc_eq_2
1,new_learn,2,2,80.21147421448856,45.29793872721872,104.41138801240172,nll_gcc_eq_2
1,new_learn,2,2,16.815873089843585,45.29793872721872,104.41138801240172,nll_gcc_eq_2
1,new_learn,2,2,99.99393017001753,75.57622086370053,164.96795228536533,nll_gcc_eq_3
