experiment,condition,subject,block,p,nll,bic,model
1,new_learn,18,0,-43.18710573484508,44.521131013074154,102.85777258411258,nll_glc_1
1,new_learn,18,0,21.921249673908644,44.521131013074154,102.85777258411258,nll_glc_1
1,new_learn,18,0,42.48992616779936,47.090715697717144,107.99694195339856,nll_gcc_eq_0
1,new_learn,18,0,0.009973856321472852,47.090715697717144,107.99694195339856,nll_gcc_eq_0
1,new_learn,18,0,19.92869995987167,47.090715697717144,107.99694195339856,nll_gcc_eq_0
1,new_learn,18,0,99.99737859574194,86.78153769941481,187.3785859567939,nll_gcc_eq_1
1,new_learn,18,0,23.45308140940145,86.78153769941481,187.3785859567939,nll_gcc_eq_1
1,new_learn,18,0,37.277012521245354,86.78153769941481,187.3785859567939,nll_gcc_eq_1
1,new_learn,18,0,36.95098470690487,35.033545792843185,83.88260214365064,nll_gcc_eq_2
1,new_learn,18,0,85.68073535965183,35.033545792843185,83.88260214365064,nll_gcc_eq_2
1,new_learn,18,0,13.1539029548901,35.033545792843185,83.88260214365064,nll_gcc_eq_2
1,new_learn,18,0,99.98961465787025,83.78540401740855,181.38631859278138,nll_gcc_eq_3
1,new_learn,18,0,71.1553368581234,83.78540401740855,181.38631859278138,nll_gcc_eq_3
1,new_learn,18,0,37.276953644232236,83.78540401740855,181.38631859278138,nll_gcc_eq_3
1,new_learn,20,2,0.6437519091090806,69.31471805599453,138.62943611198907,nll_rand_guess
1,new_learn,20,2,0.44881640271875745,68.8141644730315,142.2334991320511,nll_bias_guess
1,new_learn,20,2,43.54929529802742,96.72221911777532,202.65477860752682,nll_unix_0
1,new_learn,20,2,38.958192689543445,96.72221911777532,202.65477860752682,nll_unix_0
1,new_learn,20,2,54.450204703199034,61.49368828797304,132.19771694792226,nll_unix_1
1,new_learn,20,2,38.9501024038615,61.49368828797304,132.19771694792226,nll_unix_1
1,new_learn,20,2,42.11241799990646,50.20477397633162,109.61988832463943,nll_uniy_0
1,new_learn,20,2,25.450351777608244,50.20477397633162,109.61988832463943,nll_uniy_0
1,new_learn,20,2,51.65247089682965,110.66181481354388,230.53396999906394,nll_uniy_1
1,new_learn,20,2,38.96365983954502,110.66181481354388,230.53396999906394,nll_uniy_1
1,new_learn,20,2,-0.6212527017125554,26.075549310661856,65.96660917928799,nll_glc_0
1,new_learn,20,2,-2.949419205629963,26.075549310661856,65.96660917928799,nll_glc_0
1,new_learn,20,2,11.658091680526036,26.075549310661856,65.96660917928799,nll_glc_0
